id,symbol,name,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath_change_percentage,atl_change_percentage
asymmetry-finance,asf,Asymmetry Finance,3.21,25410131,1204,163695197.0,629898.0,3.36,3.09,-0.1094669276701592,-3.29801,-965971.4670581184,-3.6623,7916644.445571656,51000000.00000001,51000000.0,-26.3722,845.61544
token-pocket,tpt,TokenPocket Token,0.00729611,25362782,1207,25362782.0,56259.0,0.00732177,0.00706701,0.00020011,2.82011,731989.0,2.97184,3466457401.0,3466457401.0,,-94.98304,5561.41053
happycat-2,happy,Happy Cat,0.00757915,25359202,1208,25359202.0,12928985.0,0.00839248,0.00748197,-0.000540131344802093,-6.65245,-2022190.870954413,-7.38527,3346208297.21857,3346208297.21857,3333265375.0,-86.55178,118.72802
pivx,pivx,PIVX,0.282815,25335818,1209,25335818.0,4314785.0,0.323919,0.283742,-0.0411036152423045,-12.68947,-3636171.541902505,-12.55064,89540019.53502107,89540019.53502107,,-97.90296,54253.4686
prosper,pros,Prosper,0.491643,25299208,1210,49225215.0,5477416.0,0.51127,0.487286,-0.004343854696039429,-0.8758,-212919.45434990525,-0.83458,51394815.0,100000000.0,100000000.0,-94.87719,274.94419
fracton-protocol,ft,Fracton Protocol,0.286522,25260704,1211,28878544.0,2054512.0,0.29348,0.283317,-0.006400842553858976,-2.18516,-308187.96281710267,-1.20532,87472220.0,100000000.0,100000000.0,-95.90526,1.19944
tenset,10set,Tenset,0.150477,25199816,1212,25199818.0,1191168.0,0.166589,0.150207,-0.015867465236304806,-9.53892,-2648723.6972946525,-9.51118,167306761.1,167306771.1,167306771.1,-97.67611,0.47117
alpha-fi,alpha,Alpha Fi,3.37,25183763,1214,34010428.0,19968.3,3.49,3.19,0.00348636,0.1035,332740.0,1.33894,7404718.157986111,10000000.0,10000000.0,-30.77646,381.35661
rarible,rari,RARI,2.17,25162449,1216,54328378.0,759374.0,2.28,2.14,0.01061799,0.49206,187816.0,0.75203,11578869.797242802,25000000.0,25000000.0,-95.34612,720.47455
playdapp,pda,PlayDapp,0.04113682,25107370,1217,28814247.0,6225115.0,0.04239658,0.03991084,-0.000579429820659109,-1.38898,-439469.43402780965,-1.72025,609946845.0,700000000.0,700000000.0,-98.90066,16.84446
bellscoin,bells,Bellscoin,0.432486,25056532,1215,25056532.0,2057948.0,0.468252,0.422609,-0.027248827782654028,-5.92708,-1592180.5394373983,-5.9747,57936075.0,57936075.0,500000000.0,-88.44551,219.35448
cellframe,cell,Cellframe,0.865094,24997611,1219,25822615.0,995110.0,0.913213,0.833316,-0.011967921411930482,-1.36455,-550371.7603777386,-2.15427,28785000.0,29735000.0,30300000.0,-87.95804,616.79303
zyncoin-2,zyn,ZynCoin,0.02755556,24986029,1220,24986029.0,483826.0,0.03012448,0.02683735,-0.002533799408772908,-8.42091,-2613377.671057824,-9.46896,903820451.875591,903820451.875591,1000000000.0,-84.14399,121.40627
kondux-v2,kndx,KONDUX,0.04553831,24952110,1221,42962275.0,95194.0,0.0465054,0.04318248,0.00044845,0.99457,257418.0,1.0424,547924317.3460163,943410209.0,1000000000.0,-75.64211,5899.63088
oho-blockchain,oho,OHO Blockchain,0.0010297,24941943,1222,46497702.0,114396.0,0.0010453,0.00100193,-3.975790143816e-06,-0.38463,-44713.47727616504,-0.17895,24138556936.7085,45000000000.0,45000000000.0,-98.09625,167.99776
gainzy,$gnz,gAInzy,0.02754669,24905702,1223,27678846.0,4325228.0,0.02999962,0.02309439,0.0030613,12.50256,412366.0,1.68358,899809780.097031,999999780.097031,1000000000.0,-8.51581,32.91086
counterparty,xcp,Counterparty,9.58,24855036,1224,25399157.0,4078.74,9.68,8.46,0.854296,9.79071,2230275.0,9.85767,2592517.22988124,2649272.0,,-90.61663,6264.31233
pepefork,pork,PepeFork,7.5018e-08,24848930,1225,31636655.0,1159069.0,8.2209e-08,6.6895e-08,1.003e-09,1.35471,401483.0,1.64223,330429888448095.0,420690000000000.0,420690000000000.0,-91.84441,52.38708
nftx,nftx,NFTX,58.97,24818059,1226,38408901.0,55797.0,60.3,45.18,12.11,25.84007,5090786.0,25.80583,420000.0,650000.0,650000.0,-88.16076,429.21951
propbase,props,Propbase,0.064131,24725517,1227,77016224.0,1271913.0,0.067694,0.063657,-0.003194543923196069,-4.74492,-1204492.6748686954,-4.64517,385251553.509562,1200000000.0,1200000000.0,-76.09212,325.37092
cakepie-xyz,ckp,Cakepie,6.61,24720826,1228,66109373.0,1315037.0,6.7,6.53,-0.049299609212087425,-0.74081,-147683.58759542182,-0.59386,3739382.9487163853,10000000.0,10000000.0,-93.89039,92.77441
drpepe-ai,bryan,DrPepe.ai,2.7852e-08,24673845,1229,24673845.0,288817.0,3.1831e-08,2.6695e-08,-1.335449204e-09,-4.57548,-1550059.882059671,-5.91087,888888863231783.6,888888863231783.6,888888888888888.0,-38.22595,492.79217
gnosis-xdai-bridged-weth-gnosis-chain,weth,Gnosis xDai Bridged WETH (Gnosis Chain),3242.8,24643068,1230,24643068.0,1104061.0,3314.85,3155.38,-69.92985741840903,-2.11094,-214107.57361847162,-0.86135,7593.576941158296,7593.576941158296,,-20.9502,48.79946
iq6900,iq,IQ6900,0.02462596,24603799,1213,24603799.0,15166194.0,0.03169431,0.02128989,-0.002224375490848848,-8.28435,-2740331.342880849,-10.02164,999100257.839348,999100257.839348,999143569.59,-45.23721,11488.13059
bmx,bmx,BMX,9.05,24582221,1231,25110648.0,428410.0,9.92,8.8,-0.3537200190054559,-3.75962,-1440211.2422106378,-5.5345,2764179.973213516,2823599.62826951,10000000.0,-41.74864,3338.55097
cream-2,cream,Cream,10.59,24580228,1232,31006258.0,3509224.0,11.63,10.52,-1.0057518174403164,-8.67558,-2400015.417612694,-8.89546,2318435.708862487,2924546.335481161,9000000.0,-97.16587,64.27421
agent-s,s,Agent S,0.02446184,24571665,1233,24571665.0,1176915.0,0.0295672,0.02318576,-0.00491798248355798,-16.73932,-4716150.073807899,-16.10277,1000000000.0,1000000000.0,1000000000.0,-36.89294,540.25509
zkml,zkml,zKML,0.25432,24440467,1234,25344641.0,177613.0,0.271764,0.241961,-0.014390007902001511,-5.35522,-1534995.3386256993,-5.90941,96432484.678,100000000.0,100000000.0,-69.65124,511.17568
stride-staked-atom,statom,Stride Staked Atom,9.63,24368928,1235,24368928.0,559934.0,9.84,9.33,0.01944644,0.20239,327960.0,1.36417,2530115.567596,2530115.567596,,-48.50209,46553.18749
mango-markets,mngo,Mango,0.02177786,24347001,1236,108938266.0,3616.19,0.02179568,0.02138587,0.00028009,1.30288,251270.0,1.0428,1117467817.817407,5000000000.0,5000000000.0,-95.63238,132.56218
tree-capital,tree,Tree,0.240078,24337295,1218,29715890.0,149829.0,0.249627,0.224001,0.00183324,0.76948,188356.0,0.77998,101361867.09737062,123763057.27560245,200000000.0,-30.32095,413.02145
btc-proxy,btcpx,BTC Proxy,92244.0,24329289,1237,24329289.0,24.19,,,,,,,263.74958518,263.74958518,,-14.06376,4022.40183
gme,gme,GME,0.00352283,24305851,1238,24305851.0,4664819.0,0.00374198,0.00345287,-8.0471721072534e-05,-2.23328,-513426.0420987122,-2.06866,6885137498.71,6885137498.71,6885137498.71,-88.87993,763.87822
kip,kip,KIP,0.01959405,24241471,1239,195495733.0,11339564.0,0.02261523,0.01925709,-0.00185329822470261,-8.64115,-2317253.5169697665,-8.72502,1240000000.0,10000000000.0,10000000000.0,-56.11051,554.03681
swarm-bzz,bzz,Swarm,0.383349,24222661,1240,24222661.0,283274.0,0.399859,0.383099,-0.016346465660587894,-4.08973,-940506.8584840856,-3.73763,63149437.83655022,63149437.83655022,,-98.18436,81.66676
weatherxm-network,wxm,WeatherXM,0.403227,24206443,1241,40344071.0,56857.0,0.425138,0.401803,-0.02191168435161711,-5.15401,-1329460.786448732,-5.20624,60000001.0,100000000.0,100000000.0,-83.08832,11.63203
veraone,vro,VeraOne,81.58,24115599,1242,24115599.0,15044.84,,,,,,,295609.65769613,295609.65769613,,-14.77384,96.31714
mon-protocol,mon,MON,0.101704,24108712,1243,102020697.0,3058549.0,0.104693,0.098679,-0.001965709654666567,-1.89612,-444137.60321908444,-1.8089,236311967.17333335,1000000000.0,1000000000.0,-85.10812,18.5923
gyroscope-gyd,gyd,Gyroscope GYD,0.993948,24080902,1244,24080902.0,9295917.0,1.01,0.985659,-0.006356155271161401,-0.63542,-163051.1779271774,-0.67254,24208960.0029494,24208960.0029494,,-4.38798,3.07488
vaiot,vai,Vaiot,0.067893,24065770,1245,27201249.0,567268.0,0.070519,0.065773,-0.001870918539496239,-2.68179,-687961.1209990159,-2.77922,353892124.0,400000000.0,400000000.0,-98.1102,40435.71246
stratos,stos,Stratos,0.364386,24051847,1246,36502012.0,166708.0,0.36917,0.347851,0.00659846,1.84424,474128.0,2.01092,65891840.0,100000000.0,100000000.0,-92.95679,135.34566
nunet,ntx,NuNet,0.03405543,24034636,1247,33905284.0,92989.0,0.0354006,0.03299659,8.606e-05,0.25334,-91180.52379310131,-0.37794,708875832.981217,1000000000.0,1000000000.0,-85.21664,314.36189
fbomb,bomb,Fantom Bomb,0.04843733,24005211,1248,24005211.0,128446.0,0.050154,0.04799071,-0.001424834049940399,-2.85755,-688141.6926495805,-2.78675,495106942.1499665,495106942.1499665,1000000000.0,-28.6697,18669.04746
acolyte-by-virtuals,acolyt,Acolyte by Virtuals,0.02408038,23984418,1249,23984418.0,2058246.0,0.03849025,0.02231212,-0.008055581804529994,-25.06719,-7980851.33234654,-24.96726,993082937.8227464,993082937.8227464,,-56.02632,318.75946
lido-staked-sol,stsol,Lido Staked SOL,225.48,23955660,1250,23955660.0,300578.0,233.6,221.66,-7.228334892629221,-3.10623,-793315.4675999731,-3.20545,106156.16,106156.16,,-29.20936,2507.37039
fbomb,bomb,Fantom Bomb,0.0483876,23917755,1250,23930812.0,129579.0,0.050154,0.04799071,-0.001548906248976384,-3.10175,-750697.9896603636,-3.04315,495106942.1499665,495377227.9897466,1000000000.0,-28.6697,18669.04746
law-blocks,lbt,Law Blocks,0.111205,23913122,1252,111224862.0,90994.0,0.111752,0.1097,0.00015231,0.13715,81434.0,0.34171,214997988.0,1000000000.0,1000000000.0,-61.91362,468.24969
lido-staked-sol,stsol,Lido Staked SOL,224.59,23845523,1253,23845523.0,284051.0,233.6,221.66,-7.215024331096487,-3.11249,-743078.2033957131,-3.02204,106156.16,106156.16,,-29.20936,2507.37039
aleph,aleph,Aleph.im,0.127735,23814938,1255,63870328.0,324602.0,0.132557,0.127309,-0.003209033448842463,-2.45069,-563569.5703084394,-2.31175,186431941.41027194,500000000.0,500000000.0,-85.41482,1947.2356
velas,vlx,Velas,0.00887994,23802314,1254,23802314.0,514775.0,0.00954341,0.00880337,-0.000468061631281953,-5.00707,-1178368.9203135967,-4.71712,2673243720.420905,2673243719.853212,,-98.43996,118.52694
thales-ai,thales,Thales AI,0.02378507,23780664,1263,23780664.0,6287471.0,0.02354193,0.01013726,0.01190312,100.17817,11838739.0,99.13594,999814806.024622,999814806.024622,1000000000.0,0.06226,938.00985
daige,daige,Daige,0.02328956,23606962,1256,23606962.0,4578540.0,0.02941397,0.01998187,-0.000333916131163136,-1.41349,-366320.6322925575,-1.52804,999997406.634324,999997406.634324,1000000000.0,-18.52894,22.65808
pstake-finance,pstake,pSTAKE Finance,0.04701856,23555117,1257,23555117.0,1088197.0,0.04882363,0.04625784,-0.001583642865926584,-3.25838,-772812.5884559937,-3.17665,500000000.0,500000000.0,,-96.11453,149.80168
vita-inu,vinu,Vita Inu,2.6186e-08,23527218,1259,23527218.0,10194117.0,2.7052e-08,2.578e-08,-7.00786567e-10,-2.60641,-627047.1774220206,-2.59601,899597131855111.4,899597131855111.4,899597131855111.4,-64.48426,766.72436
vidt-dao,vidt,VIDT DAO,0.02792882,23520016,1258,27922869.0,2312868.0,0.02880407,0.02701258,-0.000362622772616474,-1.28174,-214714.63663022965,-0.90464,842320913.0,1000000000.0,1000000000.0,-61.60605,101.92743
alpaca-finance,alpaca,Alpaca Finance,0.15561,23506241,1260,23506241.0,3682366.0,0.159688,0.151743,-0.0021643906538584,-1.37183,-249737.5740581602,-1.05126,150792912.5280032,150792912.5280032,188000000.0,-98.21938,97.71764
seamless-protocol,seam,Seamless Protocol,0.781084,23452471,1262,78133062.0,248456.0,0.80051,0.777668,-0.019426484977751568,-2.42676,-577912.8304373398,-2.40493,30016065.53218762,100000000.0,100000000.0,-94.57081,0.16042
evercraft-ecotechnologies,ecet,Evercraft Ecotechnologies,0.03398214,23426921,1264,26826068.0,543095.0,0.03438965,0.03368871,0.00012659,0.37392,93676.0,0.40147,689199999.0,789199999.0,900000000.0,-88.25064,92.96881
dexnet,dexnet,DexNet,0.058486,23406046,1268,175509404.0,510891.0,0.059356,0.05731,-0.000313599196585558,-0.53334,-99235.48728050664,-0.42218,400081911.9096198,3000000000.0,3000000000.0,-28.36323,79.9736
sensay,snsy,Sensay,0.00507402,23388747,1267,50755506.0,1031013.0,0.00522613,0.00470723,3.214e-05,0.63749,106185.0,0.45607,4608120108.387287,10000000000.0,10000000000.0,-57.55463,598.06296
party-4,party,Party,0.01140686,23372391,1261,23372391.0,1448431.0,0.01209235,0.01086068,-8.7838693617611e-05,-0.76417,-80556.94324975088,-0.34348,2048976132.82,2048976132.82,,-50.25216,7.28863
red-pulse,phb,Phoenix Global [OLD],0.00690137,23319424,1265,23355988.0,10.97,0.00696411,0.00674704,0.00012763,1.88423,358765.0,1.56252,3386665894.2539186,3391976087.02437,3391976087.02437,-99.25677,507.78942
amber,amb,AirDAO,0.00690449,23307036,1266,44647608.0,2102267.0,0.00710592,0.00666672,-7.7007840976796e-05,-1.10303,-268926.5800729282,-1.14068,3379982538.0,6474788851.0,6500000000.0,-99.97786,64.14372
gold-dao,gldgov,Gold DAO,0.0330693,23191998,1272,32961597.0,36184.0,0.03343349,0.03245909,6.567e-05,0.19898,58874.0,0.2545,701108422.8204601,996449422.8114601,1000000000.0,-62.23768,27.51361
coinweb,cweb,Coinweb,0.00403234,23180274,1269,30578198.0,85495.0,0.00418866,0.00400661,-0.000114838429251948,-2.76908,-725294.4357173257,-3.034,5768981042.0,7610136012.85641,7680000000.0,-99.39004,55.766
breederdao,breed,BreederDAO,0.14355,23154626,1271,47193605.0,38506.0,,,,,,,161300617.0,328761853.9999619,1000000000.0,-78.71452,896.71368
matr1x-fire,fire,Matr1x Fire,0.344679,23017472,1270,57136151.0,3478355.0,0.354867,0.322785,0.00817144,2.42831,585208.0,2.60878,66731283.80925751,165646717.8256,1000000000.0,-85.26121,7.50939
forty-two-dao-token,ftd,Forty Two DAO Token,1.63,22977469,1273,162960776.0,49638.0,1.75,1.6,-0.057971806252542946,-3.43997,-746597.381993372,-3.147,14100000.0,100000000.0,100000000.0,-69.25279,15.77116
phnix,phnix,PHNIX,4.313e-05,22881952,1276,25402826.0,947507.0,5.023e-05,3.792e-05,-1.094027780953e-06,-2.4739,-562889.1478014737,-2.40091,530550000000.0,589000000000.0,589000000000.0,-66.60317,12.94241
zklink,zkl,zkLink,0.110219,22729921,1274,110324547.0,16209700.0,0.12166,0.108416,-0.010414840639123596,-8.63341,-2102605.396300897,-8.46714,206027778.0,1000000000.0,1000000000.0,-85.21239,36.04897
bridged-usd-coin-base,usdbc,Bridged USDC (Base),1.001,22728569,1275,22495738.0,29331568.0,1.004,0.985541,0.00021216,0.0212,1310673.0,6.11952,22734124.472596,22501236.163759,,-39.27625,118109.79347
connex,conx,Connex,19.62,22535651,1277,1959621836.0,144332.0,21.71,19.37,-2.0031644888870694,-9.2651,-2318402.533748988,-9.32807,1150000.0,100000000.0,100000000.0,-50.74183,3176.67829
number,$number,NUMBER,0.02230379,22520317,1278,22520317.0,489974.0,0.02455072,0.02033847,-0.000387844303805937,-1.7092,41191.0,0.18324,1000000000.0,1000000000.0,1000000000.0,-62.68807,18.75112
mother-iggy,mother,Mother Iggy,0.02279654,22488548,1279,22488548.0,5201853.0,0.02440132,0.02260426,-0.001215023941649473,-5.06016,-1240747.4143168926,-5.22876,986136694.757269,986136694.29715,989998941.76,-90.02178,388.54143
electronic-usd,eusd,Electronic USD,0.999391,22469999,1280,22469999.0,1379880.0,1.005,0.985556,-0.000637767038199732,-0.06377,29729.0,0.13248,22473869.78874974,22473869.78874974,,-11.70967,15.17283
holdstation,hold,Holdstation,2.85,22420247,1281,85100322.0,3620526.0,3.01,2.6,-0.0608475278525642,-2.09225,-320329.78664850444,-1.40863,7903700.0,30000000.0,30000000.0,-62.00068,373.46696
paris-saint-germain-fan-token,psg,Paris Saint-Germain Fan Token,3.11,22165633,1282,61888069.0,4185514.0,3.23,3.06,0.00471811,0.15187,92786.0,0.42036,7123739.0,19890000.0,,-94.6952,55.28786
kilt-protocol,kilt,KILT Protocol,0.153977,22164570,1283,25284006.0,100690.0,0.160008,0.153451,-0.005965844648046392,-3.72997,-781099.3010686897,-3.40413,144173079.8988863,164463958.794317,290560000.0,-98.42271,63.17646
shrub,shrub,Shrub,0.02345912,22119908,1284,22119908.0,3347918.0,0.02467949,0.02111485,0.00071036,3.12264,583994.0,2.71172,943258753.7098054,943258753.7098054,1000000000.0,-90.84912,77110.2573
hytopia,topia,TOPIA,0.01796144,22109262,1285,89677977.0,631351.0,0.01949643,0.01498749,0.00267143,17.47175,3545317.0,19.09787,1232703007.533798,5000000000.0,,-85.24811,85.2449
fractal-bitcoin,fb,Fractal Bitcoin,2.19,22051813,1286,249104168.0,4682260.0,2.44,2.18,-0.22737798566065903,-9.39004,-2184912.734555751,-9.01488,10085550.19719492,113929525.0,210000000.0,-94.35389,0.48722
bridged-usd-coin-linea,usdc,Bridged USD Coin (Linea),1.001,22022456,1288,22022456.0,19018884.0,1.005,0.991737,0.00077917,0.0779,-1224073.3605536893,-5.26562,22047487.047342,22047487.047342,,-7.18311,8.21177
nuklai,nai,Nuklai,0.00642213,21887564,1289,64240245.0,210277.0,0.00661223,0.00596924,-0.000171382835895926,-2.59926,-5640.649389330298,-0.02576,3407142063.0,10000000000.0,10000000000.0,-91.0771,165.31178
pino,pino,PINO,0.02203491,21860604,1290,21860604.0,580727.0,0.02412312,0.01974652,0.00122629,5.89316,1184795.0,5.73034,989761680.33,989761680.33,989761680.33,-71.40692,36691.11956
panther-ai,pai,Panther AI,0.07834,21853692,1292,37223177.0,2222582.0,0.115345,0.067885,-0.011161874600843629,-12.47112,-3044941.783544142,-12.22935,278872052.0,475000004.0,500000000.0,-55.31421,19.83
bloomsperg-terminal,sperg,Bloomsperg Terminal,0.0212136,21810076,1287,21810076.0,4544959.0,0.02691123,0.01817605,-0.002565348288649762,-10.78832,-2431185.56698123,-10.02912,1000000000.0,1000000000.0,1000000000.0,-17.88702,20100.32303
league-of-kingdoms,loka,League of Kingdoms,0.190113,21808605,1291,41439478.0,3691884.0,0.199345,0.187047,-0.005712096825863044,-2.91694,-690438.8601219952,-3.06875,114916312.146545,218357474.2374545,,-96.45825,72.98855
bongo-cat,bongo,BONGO CAT,0.02178131,21775468,1294,21775468.0,1321040.0,0.02543939,0.01617192,0.0015016,7.40446,1234263.0,6.00872,999711821.4435568,999711821.4435568,999753924.0,-84.6975,103872.57983
kendu-inu,kendu,Kendu Inu,2.183e-05,21767475,1297,21767475.0,719135.0,2.312e-05,2.119e-05,-1.151436683736e-06,-5.00993,-564141.9056480676,-2.5262,996747147258.9152,996747147258.9152,1000000000000.0,-92.01824,707.63708
opus-2,opus,Opus,0.02170383,21691095,1304,21691095.0,5130109.0,0.02424767,0.01599693,0.00442401,25.60215,4422795.0,25.61222,999937146.524159,999937146.524159,999940681.38,-74.29495,210.51408
tsotchke,tsotchke,Tsotchke,0.02286688,21642399,1293,22868183.0,2516181.0,0.0281629,0.01896542,0.00153724,7.20707,1456244.0,7.21407,946389944.234269,999991655.100214,999996510.35,-59.81483,655.8681
punk-2,punk,PunkCity,0.577409,21639185,1296,28794581.0,13365.92,0.597129,0.561662,-0.00374184826494639,-0.64387,-103136.45289765298,-0.47436,37418222.00702578,49791249.00702578,49999990.0,-87.08887,97.28988
gammaswap,gs,GammaSwap,0.121549,21621834,1306,194416402.0,146318.0,0.133459,0.120563,-0.003606414239412034,-2.88156,-629962.296527639,-2.83106,177942464.2724453,1600000000.0,1600000000.0,-66.90599,1139.99024
linqai,lnq,LinqAI,0.117733,21621210,1300,106340139.0,324399.0,0.124932,0.117184,-0.005894259664036228,-4.76778,-1064029.031406179,-4.6904,183566088.30059725,902837702.7115991,1000000000.0,-58.65494,406.10505
matr1x,max,Matr1x,0.165493,21580113,1298,132271608.0,24068250.0,0.173539,0.157593,-0.002423675076032167,-1.44338,-398421.23720996827,-1.81277,130520000.0,800000000.0,800000000.0,-65.0136,5.29166
american-coin,usa,American Coin,1.86e-06,21579658,1295,21579658.0,753980.0,1.98e-06,1.5e-06,2.80391e-07,17.80564,3179759.0,17.28139,11627454943708.15,11627454943708.15,11627515010178.62,-82.27251,725.49254
galeon,galeon,Galeon,0.03005333,21574898,1299,77450589.0,1993214.0,0.03417278,0.02825267,0.00115051,3.9806,880366.0,4.2541,718693525.166934,2580000000.0,4000000000.0,-28.46798,211.53809
soul-graph,grph,Soul Graph,0.02095258,21569772,1302,21569772.0,5890032.0,0.02813311,0.0125248,0.00496868,31.08554,7838243.0,57.08208,999993423.410872,999993423.410872,1000000000.0,-41.67533,73.18488
tardi,tardi,Tardi,0.02155784,21557835,1309,21557835.0,78120.0,0.02673182,0.02053749,-0.004509069393475305,-17.29806,-4124601.8935972378,-16.06001,1000000000.0,1000000000.0,1000000000.0,-50.35333,73.50263
avc,avc,AVC,0.00662124,21544083,1305,66212386.0,2597635.0,0.00704278,0.006113,0.00015103,2.33428,589038.0,2.81096,3253784442.2,10000000000.0,10000000000.0,-36.9855,59.73682
coca,coca,COCA,0.189719,21533112,1307,189719052.0,754073.0,0.198415,0.189036,-0.007991569327502612,-4.04205,-891115.9872838445,-3.9739,113500000.0,1000000000.0,1000000000.0,-54.51576,38.80255
